user_id,item_id,type,color,material,size,season,style,favorite,special_property
19,379,T-shirt,Beige,Linen,L,All-year,Casual,0,Windproof
20,380,Blazer,Red,Jeans,S,Winter,Casual,0,None
20,381,T-shirt,Green,Linen,XXL,All-year,Casual,0,Waterproof
20,382,Sweatshirt,White,Wool,L,All-year,Sporty,1,Quick-drying
20,383,Blazer,White,Cotton,XXL,Spring/Autumn,Evening,0,Windproof
20,384,Sweatshirt,Blue,Cotton,S,Spring/Autumn,Casual,0,Anti-chafing
20,385,Jacket,Black,Wool,XL,All-year,Casual,0,Breathable
20,386,Coat,Gray,Cotton,M,Summer,Sporty,1,Waterproof
20,387,Coat,Gray,Polyester,M,Summer,Casual,0,Quick-drying
20,388,Coat,Green,Polyester,XL,Spring/Autumn,Formal,0,Breathable
20,389,Coat,Beige,Polyester,M,Summer,Evening,0,Breathable
20,390,Skirt,Gray,Jeans,L,Spring/Autumn,Evening,0,Quick-drying
20,391,Skirt,Red,Leather,XXL,Spring/Autumn,Evening,0,Breathable
20,392,Shorts,Blue,Linen,XXL,Spring/Autumn,Formal,0,Breathable
20,393,Shorts,Black,Cotton,XL,Winter,Evening,0,Quick-drying
20,394,Shorts,Red,Polyester,S,All-year,Casual,0,Waterproof
21,395,T-shirt,Beige,Jeans,S,Spring/Autumn,Evening,0,None
21,396,Blazer,Black,Polyester,L,Spring/Autumn,Evening,0,Anti-chafing
21,397,Shirt,Green,Polyester,XL,All-year,Sporty,0,None
21,398,Sweater,Blue,Wool,XS,Summer,Evening,1,Anti-chafing
21,399,Sweater,White,Polyester,XL,Spring/Autumn,Sporty,0,Non-restrictive
21,400,Jacket,Beige,Cotton,XS,Spring/Autumn,Casual,0,Quick-drying
21,401,Jacket,Blue,Cotton,XXL,Summer,Casual,0,Breathable
21,402,Jacket,Black,Cotton,S,Summer,Casual,1,None
21,403,Coat,Black,Polyester,S,Spring/Autumn,Evening,0,Non-restrictive
21,404,Jacket,Red,Jeans,L,All-year,Formal,1,Windproof
21,405,Shorts,White,Leather,L,Winter,Sporty,0,Quick-drying
21,406,Trousers,Beige,Leather,XXL,Spring/Autumn,Evening,0,Anti-chafing
21,407,Skirt,Black,Linen,S,Summer,Sporty,0,None
21,408,Trousers,Blue,Linen,XS,Winter,Evening,0,Non-restrictive
21,409,Shorts,White,Wool,S,All-year,Sporty,0,Windproof
21,410,Shorts,Red,Linen,XS,Spring/Autumn,Casual,0,Non-restrictive
21,411,Trousers,Beige,Jeans,S,Winter,Evening,0,Quick-drying
21,412,Shirt,Beige,Wool,XL,All-year,Sporty,0,None
21,413,Coat,White,Linen,XS,All-year,Evening,0,None
21,414,Dress,Green,Linen,XXL,Winter,Formal,0,None
21,415,Trousers,Red,Wool,XXL,All-year,Evening,1,Anti-chafing
21,416,Jacket,Green,Leather,XXL,Summer,Formal,0,Breathable
22,417,Shirt,Beige,Wool,M,Summer,Casual,0,Quick-drying
22,418,Sweater,Red,Polyester,S,Winter,Formal,0,Anti-chafing
22,419,Sweatshirt,Green,Cotton,L,Winter,Formal,0,Quick-drying
22,420,Sweatshirt,White,Wool,S,All-year,Evening,0,Anti-chafing
22,421,Shirt,Gray,Wool,L,Spring/Autumn,Formal,0,Anti-chafing
22,422,Jacket,Black,Jeans,XS,Summer,Sporty,0,Insulated
22,423,Coat,Beige,Polyester,S,All-year,Casual,0,None
22,424,Jacket,White,Leather,L,All-year,Formal,1,Windproof
22,425,Coat,Red,Leather,S,Winter,Sporty,0,Quick-drying
22,426,Coat,Beige,Jeans,XS,Spring/Autumn,Evening,1,Non-restrictive
22,427,Shorts,Beige,Wool,L,Winter,Casual,0,Non-restrictive
22,428,Shorts,Green,Wool,XS,Summer,Casual,0,Breathable
22,429,Skirt,Beige,Cotton,M,Spring/Autumn,Casual,1,Windproof
22,430,Skirt,Gray,Wool,M,All-year,Sporty,0,None
22,431,Trousers,Gray,Jeans,L,Summer,Evening,0,Windproof
22,432,Sweatshirt,White,Cotton,XXL,Winter,Formal,0,None
22,433,Trousers,Blue,Jeans,M,All-year,Formal,0,Quick-drying
22,434,Sweatshirt,Green,Jeans,XS,All-year,Evening,1,Quick-drying
22,435,T-shirt,Beige,Linen,XXL,Spring/Autumn,Formal,0,Quick-drying
22,436,Skirt,White,Jeans,XS,Spring/Autumn,Casual,0,Insulated
22,437,Dress,Green,Wool,XS,All-year,Formal,0,Quick-drying
22,438,Dress,Red,Linen,S,Summer,Casual,0,Insulated
22,439,Skirt,Beige,Leather,XXL,Summer,Evening,0,Windproof
22,440,Dress,Gray,Polyester,XL,All-year,Casual,0,Quick-drying
22,441,Blazer,Blue,Linen,XS,Summer,Casual,0,Insulated
23,442,Sweatshirt,Blue,Cotton,S,Spring/Autumn,Evening,0,Anti-chafing
23,443,Sweatshirt,Gray,Linen,XXL,All-year,Sporty,0,Waterproof
23,444,Sweatshirt,Green,Jeans,XL,All-year,Formal,0,Anti-chafing
23,445,T-shirt,Red,Linen,L,Spring/Autumn,Formal,0,Windproof
23,446,Sweatshirt,Black,Polyester,M,All-year,Casual,0,Non-restrictive
23,447,Jacket,Gray,Jeans,XS,Winter,Casual,0,Breathable
23,448,Jacket,Blue,Wool,L,Winter,Casual,0,Anti-chafing
23,449,Coat,Blue,Jeans,M,Spring/Autumn,Casual,0,Insulated
23,450,Coat,Green,Jeans,XS,Winter,Casual,0,Windproof
23,451,Jacket,Red,Cotton,S,All-year,Casual,0,None
23,452,Trousers,Black,Wool,XXL,Winter,Casual,0,Anti-chafing
23,453,Skirt,White,Cotton,XL,All-year,Sporty,0,Insulated
23,454,Shorts,Green,Wool,XXL,All-year,Sporty,0,Breathable
23,455,Skirt,White,Linen,M,Spring/Autumn,Evening,1,Anti-chafing
23,456,Skirt,Red,Leather,XS,Summer,Formal,1,Waterproof
23,457,Skirt,White,Wool,XXL,All-year,Formal,0,Non-restrictive
23,458,Sweater,Beige,Linen,S,Winter,Formal,0,Insulated
23,459,Sweatshirt,Black,Leather,M,All-year,Evening,0,Insulated
23,460,Sweater,Red,Polyester,M,All-year,Casual,1,Non-restrictive
24,461,Blazer,White,Polyester,S,All-year,Sporty,0,Breathable
24,462,Shirt,Blue,Jeans,XS,Summer,Sporty,1,Quick-drying
24,463,T-shirt,Green,Polyester,XL,Winter,Sporty,0,None
24,464,Shirt,White,Cotton,XXL,Spring/Autumn,Sporty,0,Non-restrictive
24,465,Blazer,Beige,Polyester,XL,Summer,Formal,0,Non-restrictive
24,466,Coat,Beige,Cotton,XXL,Spring/Autumn,Casual,0,Waterproof
24,467,Jacket,Blue,Leather,XS,Summer,Formal,0,Quick-drying
24,468,Jacket,Black,Wool,M,Spring/Autumn,Evening,1,Non-restrictive
24,469,Coat,Blue,Polyester,M,Summer,Formal,0,Insulated
24,470,Jacket,Beige,Polyester,L,Summer,Sporty,0,None
24,471,Skirt,White,Linen,M,Summer,Formal,0,Quick-drying
24,472,Shorts,Blue,Wool,XXL,All-year,Casual,0,None
24,473,Skirt,Black,Linen,L,Winter,Casual,0,Insulated
24,474,Skirt,Black,Leather,XXL,Spring/Autumn,Evening,0,Windproof
24,475,Skirt,Red,Polyester,M,Winter,Formal,1,Windproof
24,476,T-shirt,Black,Jeans,M,Summer,Sporty,0,Waterproof
24,477,Blazer,Black,Leather,XL,Winter,Evening,0,Non-restrictive
24,478,Coat,Red,Polyester,L,Summer,Casual,0,Windproof
24,479,Sweatshirt,White,Leather,XXL,Spring/Autumn,Casual,0,Insulated
24,480,Shirt,Green,Jeans,XL,All-year,Sporty,0,Waterproof
24,481,Shirt,Green,Wool,S,Summer,Casual,0,Quick-drying
24,482,Blazer,Red,Wool,L,All-year,Casual,0,None
24,483,T-shirt,Green,Polyester,M,Spring/Autumn,Sporty,0,Windproof
24,484,Shirt,Gray,Cotton,S,All-year,Casual,0,None
25,485,Sweatshirt,Green,Cotton,XL,Spring/Autumn,Formal,0,None
25,486,T-shirt,Green,Polyester,M,Winter,Casual,0,Breathable
25,487,Blazer,Gray,Wool,L,Summer,Casual,0,Insulated
25,488,Shirt,Red,Jeans,XS,All-year,Sporty,0,Quick-drying
25,489,Sweatshirt,Red,Jeans,S,Spring/Autumn,Formal,0,Breathable
25,490,Jacket,Beige,Wool,M,Spring/Autumn,Casual,0,Insulated
25,491,Coat,Green,Jeans,M,Winter,Evening,1,Non-restrictive
25,492,Coat,Red,Leather,M,Spring/Autumn,Sporty,0,Quick-drying
25,493,Coat,White,Cotton,XS,Summer,Evening,0,Non-restrictive
25,494,Jacket,Blue,Wool,XL,Summer,Sporty,0,Non-restrictive
25,495,Shorts,Black,Jeans,XL,Winter,Sporty,1,Waterproof
25,496,Trousers,Gray,Leather,L,Winter,Casual,0,None
25,497,Trousers,White,Jeans,M,All-year,Formal,0,Insulated
25,498,Shorts,Gray,Wool,XS,Spring/Autumn,Casual,0,Non-restrictive
25,499,Skirt,Green,Leather,L,Spring/Autumn,Casual,0,Quick-drying
25,500,Shirt,Beige,Cotton,S,Winter,Formal,0,Breathable
25,501,Coat,Blue,Wool,M,Winter,Evening,0,None
26,502,Shirt,Green,Leather,M,All-year,Formal,0,None
26,503,Sweater,Beige,Polyester,S,Spring/Autumn,Evening,0,Waterproof
26,504,Shirt,Black,Leather,L,Winter,Sporty,0,Non-restrictive
26,505,T-shirt,Gray,Leather,XL,All-year,Casual,0,Breathable
26,506,Blazer,Green,Leather,M,Summer,Sporty,0,Breathable
26,507,Coat,White,Jeans,S,Winter,Evening,0,Quick-drying
26,508,Jacket,Black,Jeans,S,Spring/Autumn,Formal,1,None
26,509,Coat,Gray,Jeans,L,Summer,Sporty,0,Waterproof
26,510,Jacket,Beige,Jeans,S,Winter,Evening,0,Windproof
26,511,Coat,Red,Cotton,XS,All-year,Casual,0,Waterproof
26,512,Trousers,Gray,Jeans,XS,All-year,Evening,1,Insulated
26,513,Trousers,Green,Linen,XS,Spring/Autumn,Casual,1,Insulated
26,514,Skirt,Blue,Wool,XS,All-year,Formal,0,Quick-drying
26,515,Trousers,Beige,Wool,XL,All-year,Casual,0,None
26,516,Shorts,Green,Cotton,S,All-year,Formal,0,Quick-drying
26,517,Trousers,Beige,Polyester,XL,Summer,Sporty,0,Insulated
26,518,Skirt,Red,Wool,XS,Spring/Autumn,Sporty,1,Insulated
26,519,Blazer,Red,Wool,M,Spring/Autumn,Casual,0,Anti-chafing
26,520,Coat,Beige,Linen,XS,All-year,Sporty,0,None
26,521,T-shirt,Red,Cotton,L,All-year,Casual,0,Anti-chafing
26,522,Sweatshirt,Beige,Polyester,XS,Summer,Formal,0,None
26,523,Coat,White,Linen,XL,All-year,Casual,0,Insulated
26,524,Skirt,Beige,Linen,S,All-year,Evening,1,Quick-drying
26,525,Blazer,Red,Jeans,XXL,Summer,Evening,0,Windproof
26,526,T-shirt,Green,Cotton,XS,Winter,Formal,0,Quick-drying
27,527,Blazer,Black,Jeans,XL,Summer,Formal,0,Breathable
27,528,Sweater,Red,Jeans,S,All-year,Casual,0,Breathable
27,529,Sweater,Red,Jeans,L,Spring/Autumn,Casual,0,Quick-drying
27,530,Shirt,Red,Polyester,XXL,Summer,Evening,0,None
27,531,Sweater,Red,Polyester,L,All-year,Formal,0,Windproof
27,532,Coat,Gray,Cotton,S,Summer,Formal,0,None
27,533,Coat,White,Cotton,S,All-year,Evening,0,Quick-drying
27,534,Jacket,Blue,Leather,L,Summer,Sporty,1,Windproof
27,535,Coat,Blue,Cotton,XS,Spring/Autumn,Evening,0,Windproof
27,536,Jacket,Blue,Leather,XS,Summer,Formal,0,Anti-chafing
27,537,Shorts,Red,Linen,S,Spring/Autumn,Formal,1,Non-restrictive
27,538,Skirt,Red,Polyester,M,All-year,Evening,0,Insulated
27,539,Skirt,Blue,Polyester,L,All-year,Formal,1,Insulated
27,540,Trousers,Blue,Leather,M,All-year,Casual,1,None
27,541,Shorts,Beige,Linen,M,All-year,Casual,0,Quick-drying
27,542,Skirt,Gray,Linen,XS,All-year,Sporty,0,Waterproof
27,543,Shorts,White,Polyester,XL,Spring/Autumn,Evening,0,None
27,544,Coat,White,Polyester,XXL,All-year,Formal,0,Anti-chafing
27,545,Shorts,Green,Jeans,XL,Winter,Formal,1,Breathable
27,546,Shirt,Gray,Polyester,XXL,Summer,Sporty,0,Breathable
28,547,Blazer,Red,Leather,M,Spring/Autumn,Casual,0,Windproof
28,548,Blazer,Black,Wool,L,Spring/Autumn,Formal,0,Quick-drying
28,549,T-shirt,Red,Wool,S,Winter,Casual,0,Anti-chafing
28,550,Sweater,Black,Wool,XXL,Winter,Formal,1,Quick-drying
28,551,Sweatshirt,Blue,Leather,M,Summer,Formal,0,Windproof
28,552,Coat,Black,Polyester,XL,Winter,Evening,0,Quick-drying
28,553,Coat,Gray,Cotton,M,All-year,Casual,0,None
28,554,Jacket,Gray,Leather,XXL,Spring/Autumn,Casual,1,Quick-drying
28,555,Coat,Red,Linen,S,All-year,Sporty,0,Waterproof
28,556,Jacket,Black,Wool,XXL,Summer,Sporty,0,Windproof
28,557,Skirt,Green,Polyester,L,Summer,Formal,0,Windproof
28,558,Trousers,Blue,Cotton,XS,Summer,Sporty,0,Quick-drying
28,559,Skirt,Gray,Wool,M,Summer,Sporty,0,Breathable
28,560,Skirt,Black,Leather,L,Summer,Evening,0,Waterproof
28,561,Skirt,Black,Cotton,S,Winter,Casual,1,Non-restrictive
28,562,Dress,Blue,Cotton,XS,Summer,Formal,1,Breathable
28,563,Shirt,Green,Cotton,XL,Spring/Autumn,Casual,0,None
28,564,T-shirt,Green,Wool,L,Winter,Sporty,0,Quick-drying
28,565,Jacket,Beige,Polyester,XL,Summer,Formal,0,Waterproof
28,566,Sweatshirt,Beige,Polyester,L,Summer,Casual,0,None
28,567,T-shirt,Beige,Jeans,L,Winter,Casual,0,Waterproof
28,568,T-shirt,Green,Cotton,M,All-year,Evening,1,Non-restrictive
28,569,Sweatshirt,Black,Leather,S,Spring/Autumn,Sporty,0,Insulated
28,570,Jacket,Green,Linen,XL,Summer,Sporty,0,Breathable
29,571,Sweater,White,Leather,XS,Spring/Autumn,Formal,0,Insulated
29,572,Shirt,Beige,Jeans,XL,Summer,Evening,0,Windproof
29,573,Sweatshirt,Red,Linen,XXL,All-year,Sporty,0,Insulated
29,574,Blazer,Green,Polyester,S,Winter,Formal,1,None
29,575,T-shirt,Blue,Jeans,XS,Winter,Evening,1,Breathable
29,576,Jacket,Beige,Jeans,XL,Winter,Casual,0,None
29,577,Coat,Beige,Polyester,S,Spring/Autumn,Sporty,0,Breathable
29,578,Coat,White,Wool,S,Winter,Casual,0,None
29,579,Jacket,Beige,Cotton,M,Summer,Casual,0,Insulated
29,580,Coat,White,Wool,L,Summer,Casual,0,Waterproof
29,581,Shorts,Beige,Wool,XXL,Summer,Sporty,0,Non-restrictive
29,582,Skirt,Gray,Cotton,XS,Winter,Sporty,0,Insulated
29,583,Skirt,Gray,Jeans,L,Spring/Autumn,Casual,1,Non-restrictive
29,584,Skirt,Red,Leather,XS,Summer,Sporty,0,Quick-drying
29,585,Trousers,White,Wool,M,Spring/Autumn,Sporty,0,Waterproof
30,586,Shirt,Green,Linen,M,Summer,Sporty,0,Insulated
30,587,Sweater,Blue,Leather,XS,Summer,Sporty,0,None
30,588,Blazer,Gray,Wool,M,Spring/Autumn,Evening,0,Waterproof
30,589,Sweater,Red,Linen,L,All-year,Formal,1,Windproof
30,590,Sweater,Green,Jeans,M,Winter,Evening,1,Windproof
30,591,Jacket,Red,Linen,XS,Summer,Evening,0,Windproof
30,592,Coat,Blue,Linen,XS,Winter,Casual,0,Quick-drying
30,593,Jacket,Green,Jeans,M,Summer,Formal,0,Insulated
30,594,Coat,Gray,Leather,M,Winter,Formal,0,Quick-drying
30,595,Coat,Green,Linen,XXL,All-year,Sporty,0,Non-restrictive
30,596,Shorts,Gray,Leather,L,Summer,Evening,0,Waterproof
30,597,Skirt,White,Polyester,XXL,Summer,Formal,0,Breathable
30,598,Trousers,Green,Linen,XXL,Summer,Casual,0,Quick-drying
30,599,Skirt,White,Wool,XS,Spring/Autumn,Sporty,0,Waterproof
30,600,Trousers,White,Wool,S,Spring/Autumn,Evening,0,Breathable
30,601,Dress,Beige,Wool,XL,All-year,Formal,0,Insulated
30,602,Coat,Red,Linen,M,Spring/Autumn,Sporty,0,Breathable
30,603,Blazer,Black,Jeans,M,Winter,Sporty,0,Insulated
30,604,Sweater,Gray,Cotton,M,Spring/Autumn,Sporty,0,Anti-chafing
30,605,Sweatshirt,White,Wool,S,Summer,Formal,0,Windproof
30,606,Coat,Blue,Leather,M,Spring/Autumn,Formal,0,Breathable
30,607,Trousers,Green,Linen,XS,Summer,Casual,0,Insulated
30,608,Trousers,Red,Wool,XS,Winter,Evening,0,Breathable
30,609,Shorts,Gray,Jeans,XS,Winter,Formal,0,Waterproof
31,610,T-shirt,Red,Wool,XL,All-year,Casual,0,Non-restrictive
31,611,Sweatshirt,Green,Wool,XS,All-year,Formal,1,Quick-drying
31,612,Sweater,Blue,Cotton,XS,Winter,Formal,0,None
31,613,Sweater,Green,Linen,XS,Summer,Formal,0,None
31,614,Shirt,Blue,Leather,S,All-year,Formal,0,Windproof
31,615,Jacket,Black,Jeans,S,Winter,Formal,0,Quick-drying
31,616,Coat,Beige,Leather,XXL,All-year,Formal,0,Non-restrictive
31,617,Jacket,Blue,Jeans,M,Winter,Formal,0,Anti-chafing
31,618,Jacket,Blue,Cotton,XS,Spring/Autumn,Evening,1,Anti-chafing
31,619,Coat,Black,Wool,XL,Winter,Casual,1,Windproof
31,620,Trousers,Black,Linen,S,Spring/Autumn,Sporty,1,Quick-drying
31,621,Trousers,Black,Jeans,M,Winter,Casual,0,Breathable
31,622,Shorts,Green,Wool,XXL,Spring/Autumn,Evening,0,Insulated
31,623,Shorts,Blue,Jeans,XXL,Winter,Casual,0,Breathable
31,624,Skirt,Green,Leather,XS,Winter,Evening,0,Non-restrictive
31,625,Sweatshirt,Blue,Wool,L,Summer,Casual,0,Quick-drying
31,626,Dress,Black,Cotton,XL,Summer,Sporty,0,None
32,627,Sweater,Green,Jeans,XL,Spring/Autumn,Formal,0,Waterproof
32,628,Shirt,Beige,Cotton,XS,Summer,Casual,0,Windproof
32,629,Blazer,Blue,Jeans,XS,Winter,Casual,0,Insulated
32,630,Sweatshirt,Beige,Wool,XXL,Summer,Sporty,0,Anti-chafing
32,631,Blazer,Beige,Leather,XXL,Spring/Autumn,Sporty,0,Anti-chafing
32,632,Coat,Beige,Leather,S,Summer,Formal,0,Breathable
32,633,Jacket,Gray,Cotton,XXL,Summer,Formal,0,Waterproof
32,634,Coat,Gray,Polyester,S,All-year,Evening,0,Waterproof
32,635,Coat,Black,Linen,M,Winter,Sporty,0,Breathable
32,636,Coat,Blue,Jeans,XXL,Spring/Autumn,Evening,0,Anti-chafing
32,637,Skirt,Beige,Cotton,XXL,Summer,Sporty,0,None
32,638,Shorts,Black,Cotton,XL,Winter,Formal,0,Breathable
32,639,Skirt,Black,Leather,XL,Spring/Autumn,Casual,0,Anti-chafing
32,640,Skirt,Beige,Polyester,XS,All-year,Casual,0,Insulated
32,641,Shorts,Beige,Polyester,XS,All-year,Casual,0,Breathable
33,642,T-shirt,White,Wool,XL,All-year,Sporty,1,Windproof
33,643,Shirt,Red,Cotton,XXL,Spring/Autumn,Casual,0,Insulated
33,644,Blazer,White,Jeans,XS,All-year,Evening,0,Insulated
33,645,Blazer,Blue,Wool,S,Summer,Casual,0,Windproof
33,646,Blazer,Gray,Jeans,XS,Spring/Autumn,Formal,1,None
33,647,Jacket,Gray,Jeans,L,All-year,Casual,0,Non-restrictive
33,648,Jacket,Red,Cotton,XS,Summer,Formal,0,Anti-chafing
33,649,Jacket,Beige,Linen,XL,All-year,Formal,0,Windproof
33,650,Coat,Gray,Jeans,M,All-year,Formal,0,Quick-drying
33,651,Jacket,Blue,Polyester,M,Spring/Autumn,Sporty,0,Waterproof
33,652,Trousers,White,Cotton,L,All-year,Evening,0,None
33,653,Shorts,White,Linen,XS,Winter,Formal,0,Anti-chafing
33,654,Trousers,Beige,Polyester,L,Summer,Sporty,0,None
33,655,Skirt,Blue,Linen,XS,All-year,Evening,0,Waterproof
33,656,Skirt,Beige,Wool,XL,Spring/Autumn,Formal,1,Anti-chafing
33,657,Coat,Gray,Polyester,L,Winter,Casual,0,Breathable
33,658,Skirt,Blue,Cotton,XL,All-year,Formal,0,Quick-drying
33,659,Shorts,Red,Wool,XS,Winter,Formal,0,Windproof
33,660,Shorts,Beige,Polyester,XXL,Spring/Autumn,Casual,0,Breathable
34,661,Sweater,Beige,Wool,XXL,All-year,Formal,0,Breathable
34,662,Blazer,Red,Leather,S,Winter,Casual,0,Non-restrictive
34,663,Shirt,Beige,Leather,L,Spring/Autumn,Sporty,1,None
34,664,Sweatshirt,Black,Leather,L,Spring/Autumn,Casual,0,Insulated
34,665,Blazer,Beige,Jeans,XXL,Summer,Casual,1,Non-restrictive
34,666,Coat,Red,Jeans,S,Spring/Autumn,Formal,0,Breathable
34,667,Coat,Beige,Leather,XL,Winter,Formal,1,Windproof
34,668,Coat,Gray,Leather,XXL,Spring/Autumn,Sporty,1,Windproof
34,669,Coat,Beige,Wool,XL,Winter,Sporty,1,Windproof
34,670,Coat,Beige,Leather,XL,Summer,Sporty,0,Windproof
34,671,Skirt,Blue,Jeans,M,Winter,Sporty,0,Anti-chafing
34,672,Shorts,Gray,Jeans,XXL,Spring/Autumn,Formal,0,Quick-drying
34,673,Shorts,Beige,Wool,S,All-year,Sporty,0,Anti-chafing
34,674,Skirt,Black,Wool,XS,Spring/Autumn,Casual,0,Windproof
34,675,Shorts,Black,Polyester,XL,All-year,Casual,0,Windproof
34,676,Skirt,Blue,Jeans,S,All-year,Evening,0,Windproof
34,677,Blazer,Blue,Leather,L,Winter,Evening,1,Waterproof
34,678,Sweatshirt,Gray,Cotton,XXL,All-year,Evening,0,Waterproof
34,679,Dress,Beige,Jeans,S,Spring/Autumn,Sporty,1,Quick-drying
34,680,Blazer,Beige,Cotton,M,All-year,Casual,0,Waterproof
34,681,Coat,Blue,Cotton,L,Summer,Sporty,0,Breathable
35,682,Shirt,Beige,Cotton,XL,Winter,Formal,0,Waterproof
35,683,Sweater,Beige,Wool,M,All-year,Evening,0,Quick-drying
35,684,T-shirt,Red,Polyester,XXL,Summer,Casual,0,Insulated
35,685,Shirt,Red,Jeans,S,All-year,Evening,0,Windproof
35,686,Sweatshirt,Green,Polyester,XXL,Summer,Evening,0,Non-restrictive
35,687,Jacket,Gray,Jeans,M,All-year,Evening,1,Non-restrictive
35,688,Jacket,Blue,Leather,XS,All-year,Sporty,0,Waterproof
35,689,Coat,Beige,Cotton,XL,Winter,Formal,0,Non-restrictive
35,690,Coat,Beige,Linen,XS,Summer,Evening,1,Anti-chafing
35,691,Coat,Gray,Wool,S,Winter,Sporty,0,Waterproof
35,692,Shorts,Red,Polyester,XXL,Spring/Autumn,Formal,0,Non-restrictive
35,693,Skirt,Red,Wool,XL,Winter,Casual,1,None
35,694,Shorts,Blue,Jeans,XL,Winter,Evening,0,Non-restrictive
35,695,Skirt,Red,Leather,XL,Spring/Autumn,Evening,0,Breathable
35,696,Shorts,Black,Jeans,XXL,Winter,Sporty,0,Quick-drying
35,697,Coat,Black,Jeans,M,Spring/Autumn,Evening,0,Non-restrictive
35,698,Sweater,White,Polyester,XS,All-year,Formal,0,Waterproof
35,699,Trousers,Gray,Leather,XS,Spring/Autumn,Formal,0,None
35,700,Sweater,Beige,Polyester,XL,Summer,Evening,1,Quick-drying
36,701,Shirt,Blue,Leather,S,Summer,Evening,0,Quick-drying
36,702,Sweatshirt,Gray,Wool,L,All-year,Casual,1,Waterproof
36,703,Sweatshirt,Blue,Cotton,XXL,Spring/Autumn,Casual,1,Insulated
36,704,Blazer,Gray,Wool,XL,Summer,Evening,0,Non-restrictive
36,705,Sweatshirt,Red,Cotton,XL,Spring/Autumn,Sporty,0,Breathable
36,706,Jacket,Red,Leather,XXL,All-year,Evening,0,Breathable
36,707,Jacket,Gray,Leather,XXL,Spring/Autumn,Sporty,0,Insulated
36,708,Jacket,Gray,Wool,S,All-year,Evening,0,Insulated
36,709,Coat,Beige,Leather,XL,Winter,Evening,0,Insulated
36,710,Coat,Gray,Leather,S,Spring/Autumn,Sporty,0,Quick-drying
36,711,Skirt,Green,Polyester,S,Summer,Evening,0,Insulated
36,712,Trousers,Red,Cotton,XS,All-year,Casual,0,Waterproof
36,713,Trousers,Blue,Leather,XXL,Spring/Autumn,Evening,1,Non-restrictive
36,714,Shorts,Green,Leather,XS,Spring/Autumn,Casual,0,Non-restrictive
36,715,Trousers,Gray,Polyester,XS,Winter,Sporty,1,Waterproof
36,716,Dress,Green,Jeans,XL,Spring/Autumn,Sporty,0,Windproof
37,717,Sweatshirt,Beige,Cotton,L,Winter,Evening,0,Non-restrictive
37,718,Sweatshirt,Gray,Cotton,XS,Spring/Autumn,Casual,1,Insulated
37,719,Sweatshirt,Blue,Wool,S,Spring/Autumn,Casual,0,Quick-drying
37,720,Sweater,Green,Jeans,XS,Summer,Evening,0,Breathable
37,721,Sweatshirt,White,Wool,S,Winter,Sporty,0,Windproof
37,722,Coat,White,Cotton,S,Summer,Casual,0,Non-restrictive
37,723,Jacket,Gray,Jeans,S,Winter,Casual,0,Windproof
37,724,Jacket,White,Cotton,M,All-year,Sporty,0,Anti-chafing
37,725,Coat,Black,Wool,L,All-year,Casual,0,None
37,726,Jacket,Red,Polyester,XXL,All-year,Casual,1,Quick-drying
37,727,Trousers,Black,Cotton,M,Spring/Autumn,Formal,0,Waterproof
37,728,Skirt,White,Linen,L,Winter,Sporty,0,Windproof
37,729,Trousers,Blue,Linen,XS,Winter,Formal,1,Insulated
37,730,Shorts,Red,Polyester,L,Winter,Evening,0,Non-restrictive
37,731,Shorts,Beige,Jeans,XL,Summer,Sporty,0,Waterproof
37,732,Coat,Black,Cotton,S,Spring/Autumn,Evening,0,Windproof
37,733,T-shirt,Green,Wool,S,All-year,Evening,0,Windproof
37,734,Trousers,Green,Linen,S,All-year,Formal,1,Waterproof
37,735,Sweatshirt,Red,Linen,XS,Winter,Casual,0,Windproof
37,736,Shorts,Green,Cotton,L,Summer,Evening,0,Breathable
37,737,Sweater,Red,Jeans,XL,All-year,Formal,0,Quick-drying
37,738,Trousers,Green,Cotton,S,Summer,Formal,1,None
38,739,Sweatshirt,Beige,Linen,M,Winter,Casual,1,Breathable
38,740,T-shirt,Black,Polyester,XS,Spring/Autumn,Casual,0,Windproof
38,741,Blazer,Green,Polyester,XL,Summer,Sporty,0,Windproof
38,742,Blazer,Gray,Leather,XL,Summer,Sporty,0,Insulated
38,743,Sweatshirt,Blue,Jeans,M,Spring/Autumn,Evening,0,Waterproof
38,744,Coat,Blue,Leather,XL,Winter,Evening,1,Insulated
38,745,Coat,Beige,Polyester,XL,Spring/Autumn,Sporty,0,Non-restrictive
38,746,Jacket,White,Linen,XS,All-year,Formal,0,Non-restrictive
38,747,Coat,White,Cotton,S,Winter,Formal,1,Insulated
38,748,Jacket,Gray,Wool,XL,Spring/Autumn,Evening,0,Insulated
38,749,Skirt,Gray,Polyester,XL,Summer,Formal,0,Breathable
38,750,Skirt,Gray,Wool,XXL,Winter,Sporty,0,Non-restrictive
38,751,Trousers,Green,Wool,XL,Summer,Sporty,0,Windproof
38,752,Trousers,Green,Jeans,S,Summer,Sporty,0,Waterproof
38,753,Shorts,Green,Polyester,L,Winter,Formal,0,Waterproof
38,754,Sweatshirt,White,Cotton,XXL,Winter,Casual,0,Quick-drying
39,755,T-shirt,Beige,Wool,L,All-year,Casual,0,Quick-drying
39,756,Sweatshirt,Blue,Polyester,L,Spring/Autumn,Evening,0,Insulated
